,Text
1212,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Linguine scampi e cognac ### Output:{'ingredients': '[\'Linguine\', \'Scampi\', \'Aglio\', \'Cognac\', \'Passata di pomodoro\', ""Olio extravergine d\'oliva"", \'Prezzemolo\', \'Sale fino\', \'Pepe nero\', \'Vino bianco\', ""Olio extravergine d\'oliva"", \'Scampi\', \'Carote\', \'Sedano\', \'Cipolle\', \'Sale fino\', \'Pepe nero\', \'Acqua\']', 'description': 'This dish, ""Linguine scampi e cognac,"" features linguine pasta with succulent scampi in a savory sauce of tomato passata, garlic, and cognac. Enhanced by a blend of olive oil, fresh parsley, and seasonings, the dish is preceded by a aromatic medley of sautéed scampi tails, carrots, celery, and onions.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
1213,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Biscotti della nonna ### Output:{'ingredients': ""['Farina 00', 'Zucchero di canna', 'Olio di semi di girasole', 'Latte intero', 'Uova', 'Ammoniaca per dolci', 'Baccello di vaniglia', 'Zucchero']"", 'description': '""Biscotti della nonna"" are traditional Italian cookies, often passed down through generations. The name translates to ""grandmother\'s biscuits,"" signifying their home-style charm. These cookies have a delightful crunchy texture and are typically made using fine Italian ""00"" flour, brown sugar, sunflower seed oil, whole milk, eggs, a hint of ammonia for leavening, the seeds of a vanilla bean, and granulated sugar.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Vegan', 'Gluten free', 'Vegetarian']""}"
1214,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Finocchi al forno con patate e cipolle ### Output:{'ingredients': '[\'Finocchi\', \'Patate\', \'Cipolle rosse\', \'Pangrattato\', \'Salvia\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\']', 'description': '""Finocchi al forno con patate e cipolle"" is a dish that features baked fennel, potatoes, and red onions, topped with breadcrumbs and seasoned with salt, black pepper, sage, and extra virgin olive oil.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1215,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Passata di pomodoro ### Output:{'ingredients': ""['Pomodori San Marzano', 'Basilico', 'Sale fino']"", 'description': '""Passata di pomodoro"" is a traditional Italian dish made using ripe San Marzano tomatoes, fresh basil, and fine salt. This simple yet flavorful recipe typically involves crushing or pureeing the tomatoes and simmering them with the other ingredients to create a rich, thick sauce. Often used as a base for pasta dishes, this versatile condiment showcases the natural sweetness of the tomatoes and the aromatic qualities of the basil, balanced by the subtle saltiness of the fine salt.', 'allergen': '[]', 'Additional_information': ""['Vegan', 'Gluten free', 'Vegetarian']""}"
1216,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Scialatielli ### Output:{'ingredients': '[\'Semola di grano duro rimacinata\', \'Uova\', \'Latte intero\', \'Pecorino\', \'Basilico\', ""Olio extravergine d\'oliva""]', 'description': 'Scialatielli is a traditional Italian pasta dish typically made from durum wheat semolina, eggs, and whole milk. It is often finished with a sprinkle of pecorino cheese, fresh basil, and a drizzle of extra virgin olive oil. This dish is known for its thick, rustic noodles and rich, savory flavor profile.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
1217,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pasta agli asparagi ### Output:{'ingredients': ""['Penne Rigate', 'Asparagi', 'Pepe nero', 'Sale fino', 'Parmigiano Reggiano DOP', 'Scalogno', 'Timo']"", 'description': '""Pasta agli asparagi"" is a dish made with penne pasta, fresh asparagus,black pepper, fine salt, Parmigiano-Reggiano cheese, shallot, and thyme.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
1218,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Cuccia al cioccolato ### Output:{'ingredients': ""['Grano cotto', 'Cioccolato fondente', 'Latte intero', 'Cacao amaro in polvere', 'Zucca candita', 'Amido di mais (maizena)', 'Zucchero', 'Cannella in polvere', 'Cioccolato fondente', 'Granella di pistacchi']"", 'description': '""Cuccia al cioccolato"" is a delightful dessert dish made from cooked grain, rich dark chocolate, and whole milk, enhanced with powdered bitter cocoa and sweet candied pumpkin. The dish is further enriched with cornstarch, sugar, and a hint of powdered cinnamon. It is topped off with grated dark chocolate and a sprinkle of crushed pistachios.', 'allergen': ""['Cereals', 'Latte', 'Nuts', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1219,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto degli innamorati ### Output:{'ingredients': '[\'Riso Carnaroli\', \'Brodo di pesce\', \'Cipolle\', \'Peperoncino in polvere\', ""Olio extravergine d\'oliva"", \'Vino bianco\', \'Sale fino\', \'Burro\', \'Burro\', \'Panna fresca liquida\', \'Cipolle\', \'Timo\', \'Gamberi\', \'Sale fino\', \'Cognac\', ""Olio extravergine d\'oliva"", \'Passata di pomodoro\']', 'description': '""Risotto degli innamorati"" is a romantic Italian dish made with Carnaroli rice, rich fish broth, onions, powdered paprika, extra virgin olive oil, white wine, fine salt, butter, fresh liquid cream, garlic, thyme, shrimp, and tomato passata.', 'allergen': ""['Cereals', 'Crustaceans', 'Fish']"", 'Additional_information': '[]'}"
1220,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Sbriciolata alle mele ### Output:{'ingredients': ""['Farina 00', 'Uova', 'Lievito in polvere per dolci', 'Gherigli di noci', 'Burro', 'Zucchero', 'Mele Red Delicious', 'Limoni', 'Zucchero', 'Amaretti']"", 'description': '""Sbriciolata alle mele"" is a traditional Italian dessert made with fine flour (Farina 00), eggs, baking powder, walnuts, butter, sugar, and Red Delicious apples, with a hint of lemon and a touch of amaretti for added flavor.', 'allergen': ""['Cereals', 'Egg', 'SOYBEAN', 'Latte', 'Nuts', 'Sesame seeds']"", 'Additional_information': ""['Vegetarian']""}"
1221,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto gamberi e zucchine ### Output:{'ingredients': '[\'Riso Roma\', \'Zucchine\', \'Gamberi\', \'Cipolle bianche\', \'Grana Padano DOP\', \'Erba cipollina\', \'Burro\', ""Olio extravergine d\'oliva"", \'Vino bianco\', \'Aglio\', \'Sale fino\', \'Sedano\', \'Carote\', \'Cipolle bianche\', \'Acqua\', \'Sale fino\']', 'description': 'This dish, named ""Risotto gamberi e zucchine,"" is a delightful Italian creation featuring succulent shrimp and tender zucchini, combined with creamy Riso Roma rice. It is slowly simmered with fragrant white onions, garlic, and a medley of fresh vegetables, all brought together by the subtle richness of Grana Padano DOP cheese, a splash of white wine, and a drizzle of extra virgin olive oil. A sprinkle of finely chopped chives adds the perfect finishing touch.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Nuts', 'Mustard', 'Sesame seeds', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1222,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto ai carciofi e pancetta croccante ### Output:{'ingredients': '[\'Riso Carnaroli\', \'Carciofi\', \'Pancetta (tesa)\', \'Amaro\', \'Brodo vegetale\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Vino bianco\', \'Burro\', ""Olio extravergine d\'oliva"", \'Grana Padano DOP\']', 'description': 'This dish is a flavorful Risotto ai Carciofi e Pancetta Croccante, featuring Carnaroli rice, artichokes, and crispy pancetta. The recipe includes amaro, vegetable broth, fine salt, black pepper, extra virgin olive oil, white wine, butter, and Grana Padano DOP cheese.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1223,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Costolette d'agnello al forno ### Output:{'ingredients': '[\'Costolette di agnello\', \'Timo\', \'Rosmarino\', \'Sale fino\', \'Pepe nero in grani\', \'Aglio\', ""Olio extravergine d\'oliva"", \'Scorza di limone\', \'Patate\', \'Pepe nero\']', 'description': '""Costolette d\'agnello al forno"" is a dish that features tender lamb chops, seasoned with fresh thyme, rosemary, fine salt, coarsely ground black pepper, garlic, extra virgin olive oil, and lemon zest. Roasted potatoes and freshly ground black pepper accompany this flavorful dish.', 'allergen': ""['SOYBEAN', 'Celery', 'Mustard']"", 'Additional_information': ""['Gluten free']""}"
1224,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Zuppa di ceci e castagne ### Output:{'ingredients': '[\'Ceci secchi\', \'Castagne\', \'Alloro\', \'Semi di finocchio\', \'Acqua\', \'Sale fino\', ""Olio extravergine d\'oliva"", \'Pepe nero\', \'Aglio\', \'Rosmarino\']', 'description': '""Zuppa di ceci e castagne"" is a hearty soup made with dried chickpeas and chestnuts, seasoned with bay leaves, fennel seeds, and rosemary. It is simmered in water and finished with olive oil, salt, and freshly ground black pepper. Garlic is also used in this dish, adding a faint pungent note to the soup.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegan', 'Gluten free']""}"
1225,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Double chocolate chip cookies ### Output:{'ingredients': ""['Cioccolato fondente', 'Cioccolato al latte', 'Burro', 'Farina 00', 'Lievito in polvere per dolci', 'Sale grosso', 'Uova', 'Tuorli', 'Zucchero', 'Baccello di vaniglia']"", 'description': 'These ""Double chocolate chip cookies"" are a delightful treat made with two types of chocolate, providing an exquisite richness. The blend of high-quality dark and milk chocolate, combined with butter, flour, baking powder, coarse salt, eggs, egg yolks, sugar, and a hint of vanilla, creates a delicious and indulgent experience.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
1226,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pizza con lievito istantaneo ### Output:{'ingredients': '[\'Farina 00\', \'Acqua\', \'Sale fino\', \'Lievito istantaneo per preparazioni salate\', \'Funghi champignon\', \'Prosciutto crudo\', \'Passata di pomodoro\', \'Gorgonzola\', \'Sale fino\', ""Olio extravergine d\'oliva"", \'Pepe nero\']', 'description': '""Pizza con lievito istantaneo"" is a recipe that uses type ""00"" flour, water, and fine salt as its base. It is leavened with instant yeast specifically designed for savory dishes. The toppings include champignon mushrooms, Italian cured ham, tomato passata, gorgonzola cheese, and a drizzle of extra virgin olive oil, finished with freshly ground black pepper.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
1227,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Schiacciata ### Output:{'ingredients': '[\'Farina 00\', \'Farina Manitoba\', \'Acqua\', \'Lievito di birra fresco\', \'Sale fino\', \'Miele\', ""Olio extravergine d\'oliva"", ""Olio extravergine d\'oliva"", \'Sale fino\']', 'description': '""Schiacciata"" is a bread-like dish made from a combination of fine Italian flours, fresh beer yeast, water, fine salt, and honey. It is generously dressed with fine olive oil, contributing to its distinctive flavor and texture.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
1228,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Spatzle panna e speck ### Output:{'ingredients': ""['Farina 00', 'Uova', 'Acqua', 'Noce moscata', 'Sale fino', 'Panna fresca liquida', 'Speck', 'Erba cipollina', 'Burro', 'Sale fino', 'Pepe nero']"", 'description': 'This dish, named ""Spatzle panna e speck,"" features German-inspired Spatzle dumplings made from finest ""Farina 00"" flour, eggs, water, nutmeg, and fine salt. The Spatzle is combined with cream, smoky speck, and chives, all brought together with butter, fine salt, and freshly ground black pepper.', 'allergen': ""['Egg', 'Latte', 'Nuts']"", 'Additional_information': '[]'}"
